pin,slack
JTAG_1/tdo_pad_o:ALn,
JTAG_1/tdo_pad_o:CLK,593
JTAG_1/tdo_pad_o:D,-614
JTAG_1/tdo_pad_o:EN,
JTAG_1/tdo_pad_o:LAT,
JTAG_1/tdo_pad_o:Q,593
JTAG_1/tdo_pad_o:SD,
JTAG_1/tdo_pad_o:SLn,
JTAG_2/TAP_state[3]:ADn,
JTAG_2/TAP_state[3]:ALn,
JTAG_2/TAP_state[3]:CLK,750
JTAG_2/TAP_state[3]:D,-645
JTAG_2/TAP_state[3]:EN,
JTAG_2/TAP_state[3]:LAT,
JTAG_2/TAP_state[3]:Q,750
JTAG_2/TAP_state[3]:SD,
JTAG_2/TAP_state[3]:SLn,
ccu25_data_3_obuft[3]/U0/U_IOENFF:A,
ccu25_data_3_obuft[3]/U0/U_IOENFF:Y,
hptdc_tck_3_obuf/U0/U_IOOUTFF:A,
hptdc_tck_3_obuf/U0/U_IOOUTFF:Y,
hptdc_serial_in_3_obuft/U0/U_IOPAD:D,
hptdc_serial_in_3_obuft/U0/U_IOPAD:E,
hptdc_serial_in_3_obuft/U0/U_IOPAD:PAD,
hptdc_get_data_1_obuf/U0/U_IOENFF:A,
hptdc_get_data_1_obuf/U0/U_IOENFF:Y,
ccu25_data_2_obuft[2]/U0/U_IOOUTFF:A,
ccu25_data_2_obuft[2]/U0/U_IOOUTFF:Y,
ccu25_data_2_obuft[1]/U0/U_IOENFF:A,
ccu25_data_2_obuft[1]/U0/U_IOENFF:Y,
JTAG_3/tms_pad_o:ADn,
JTAG_3/tms_pad_o:ALn,
JTAG_3/tms_pad_o:CLK,
JTAG_3/tms_pad_o:D,-871
JTAG_3/tms_pad_o:EN,
JTAG_3/tms_pad_o:LAT,
JTAG_3/tms_pad_o:Q,
JTAG_3/tms_pad_o:SD,
JTAG_3/tms_pad_o:SLn,
hptdc_encode_control_3_obuft/U0/U_IOENFF:A,
hptdc_encode_control_3_obuft/U0/U_IOENFF:Y,
hptdc_bunch_reset_1_obuft/U0/U_IOENFF:A,
hptdc_bunch_reset_1_obuft/U0/U_IOENFF:Y,
dac_sync_1_obuf/U0/U_IOOUTFF:A,
dac_sync_1_obuf/U0/U_IOOUTFF:Y,
BiasController_0/sclock_counter_cry[27]:A,
BiasController_0/sclock_counter_cry[27]:B,494
BiasController_0/sclock_counter_cry[27]:C,
BiasController_0/sclock_counter_cry[27]:CC,-290
BiasController_0/sclock_counter_cry[27]:D,
BiasController_0/sclock_counter_cry[27]:P,
BiasController_0/sclock_counter_cry[27]:S,-290
BiasController_0/sclock_counter_cry[27]:UB,
JTAG_2/tdo_pad_o_1:A,750
JTAG_2/tdo_pad_o_1:B,640
JTAG_2/tdo_pad_o_1:C,593
JTAG_2/tdo_pad_o_1:D,-614
JTAG_2/tdo_pad_o_1:Y,-614
pbpd_obuft[3]/U0/U_IOPAD:D,
pbpd_obuft[3]/U0/U_IOPAD:E,
pbpd_obuft[3]/U0/U_IOPAD:PAD,
JTAG_3/TAP_state_RNO[0]:A,719
JTAG_3/TAP_state_RNO[0]:B,-440
JTAG_3/TAP_state_RNO[0]:C,536
JTAG_3/TAP_state_RNO[0]:D,497
JTAG_3/TAP_state_RNO[0]:Y,-440
pbpd_obuft[1]/U0/U_IOPAD:D,
pbpd_obuft[1]/U0/U_IOPAD:E,
pbpd_obuft[1]/U0/U_IOPAD:PAD,
hptdc_trstn_2_obuf/U0/U_IOOUTFF:A,
hptdc_trstn_2_obuf/U0/U_IOOUTFF:Y,
JTAG_0/next_TAP_state[1]:ADn,
JTAG_0/next_TAP_state[1]:ALn,
JTAG_0/next_TAP_state[1]:CLK,-1886
JTAG_0/next_TAP_state[1]:D,734
JTAG_0/next_TAP_state[1]:EN,
JTAG_0/next_TAP_state[1]:LAT,
JTAG_0/next_TAP_state[1]:Q,-1886
JTAG_0/next_TAP_state[1]:SD,
JTAG_0/next_TAP_state[1]:SLn,
JTAG_3/un19:A,-605
JTAG_3/un19:B,-676
JTAG_3/un19:C,-1886
JTAG_3/un19:D,-2184
JTAG_3/un19:Y,-2184
hptdc_tdo_3_obuf/U0/U_IOPAD:D,
hptdc_tdo_3_obuf/U0/U_IOPAD:E,
hptdc_tdo_3_obuf/U0/U_IOPAD:PAD,
DIN_2_obuf/U0/U_IOENFF:A,
DIN_2_obuf/U0/U_IOENFF:Y,
hptdc_token_bypass_in_2_obuft/U0/U_IOPAD:D,
hptdc_token_bypass_in_2_obuft/U0/U_IOPAD:E,
hptdc_token_bypass_in_2_obuft/U0/U_IOPAD:PAD,
hptdc_token_bypass_in_3_obuft/U0/U_IOENFF:A,
hptdc_token_bypass_in_3_obuft/U0/U_IOENFF:Y,
ccu25_data_1_obuft[2]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[2]/U0/U_IOOUTFF:Y,
dac_din_1_obuf/U0/U_IOOUTFF:A,
dac_din_1_obuf/U0/U_IOOUTFF:Y,
SClock_4_obuf/U0/U_IOPAD:D,
SClock_4_obuf/U0/U_IOPAD:E,
SClock_4_obuf/U0/U_IOPAD:PAD,
hptdc_serial_bypass_in_1_obuft/U0/U_IOOUTFF:A,
hptdc_serial_bypass_in_1_obuft/U0/U_IOOUTFF:Y,
ccu25_data_1_obuft[7]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[7]/U0/U_IOOUTFF:Y,
hptdc_trstn_0_obuf/U0/U_IOPAD:D,
hptdc_trstn_0_obuf/U0/U_IOPAD:E,
hptdc_trstn_0_obuf/U0/U_IOPAD:PAD,
JTAG_0/next_TAP_state[10]:ADn,
JTAG_0/next_TAP_state[10]:ALn,
JTAG_0/next_TAP_state[10]:CLK,-676
JTAG_0/next_TAP_state[10]:D,742
JTAG_0/next_TAP_state[10]:EN,
JTAG_0/next_TAP_state[10]:LAT,
JTAG_0/next_TAP_state[10]:Q,-676
JTAG_0/next_TAP_state[10]:SD,
JTAG_0/next_TAP_state[10]:SLn,
hptdc_tdo_2_obuf/U0/U_IOOUTFF:A,
hptdc_tdo_2_obuf/U0/U_IOOUTFF:Y,
JTAG_1/un14_i_a2_0[0]:A,-390
JTAG_1/un14_i_a2_0[0]:B,-440
JTAG_1/un14_i_a2_0[0]:Y,-440
poh_clk_2_obuft/U0/U_IOOUTFF:A,
poh_clk_2_obuft/U0/U_IOOUTFF:Y,
BiasController_0/sclock_counter[27]:ADn,
BiasController_0/sclock_counter[27]:ALn,
BiasController_0/sclock_counter[27]:CLK,494
BiasController_0/sclock_counter[27]:D,-290
BiasController_0/sclock_counter[27]:EN,
BiasController_0/sclock_counter[27]:LAT,
BiasController_0/sclock_counter[27]:Q,494
BiasController_0/sclock_counter[27]:SD,
BiasController_0/sclock_counter[27]:SLn,-1902
BiasController_0/sclock_counter[21]:ADn,
BiasController_0/sclock_counter[21]:ALn,
BiasController_0/sclock_counter[21]:CLK,-2873
BiasController_0/sclock_counter[21]:D,-414
BiasController_0/sclock_counter[21]:EN,
BiasController_0/sclock_counter[21]:LAT,
BiasController_0/sclock_counter[21]:Q,-2873
BiasController_0/sclock_counter[21]:SD,
BiasController_0/sclock_counter[21]:SLn,-1902
DACController_0/sclock_counter_cry[21]:A,
DACController_0/sclock_counter_cry[21]:B,478
DACController_0/sclock_counter_cry[21]:C,
DACController_0/sclock_counter_cry[21]:CC,-414
DACController_0/sclock_counter_cry[21]:D,
DACController_0/sclock_counter_cry[21]:P,
DACController_0/sclock_counter_cry[21]:S,-414
DACController_0/sclock_counter_cry[21]:UB,
DACController_0/sclock_counter[24]:ADn,
DACController_0/sclock_counter[24]:ALn,
DACController_0/sclock_counter[24]:CLK,-2824
DACController_0/sclock_counter[24]:D,-358
DACController_0/sclock_counter[24]:EN,
DACController_0/sclock_counter[24]:LAT,
DACController_0/sclock_counter[24]:Q,-2824
DACController_0/sclock_counter[24]:SD,
DACController_0/sclock_counter[24]:SLn,-2055
dac_ldac_2_obuf/U0/U_IOENFF:A,
dac_ldac_2_obuf/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state_srsts_0_a2[4]:A,
JTAG_0/next_TAP_state_srsts_0_a2[4]:B,624
JTAG_0/next_TAP_state_srsts_0_a2[4]:C,570
JTAG_0/next_TAP_state_srsts_0_a2[4]:Y,570
JTAG_0/un14_o2[2]:A,-1818
JTAG_0/un14_o2[2]:B,-1886
JTAG_0/un14_o2[2]:Y,-1886
hptdc_encode_control_0_obuft/U0/U_IOOUTFF:A,
hptdc_encode_control_0_obuft/U0/U_IOOUTFF:Y,
JTAG_1/tms_pad_o_RNO:A,688
JTAG_1/tms_pad_o_RNO:B,609
JTAG_1/tms_pad_o_RNO:C,-662
JTAG_1/tms_pad_o_RNO:D,-861
JTAG_1/tms_pad_o_RNO:Y,-861
hptdc_get_data_0_obuf/U0/U_IOENFF:A,
hptdc_get_data_0_obuf/U0/U_IOENFF:Y,
dac_sclk_2_obuf/U0/U_IOOUTFF:A,
dac_sclk_2_obuf/U0/U_IOOUTFF:Y,
hptdc_serial_in_3_obuft/U0/U_IOOUTFF:A,
hptdc_serial_in_3_obuft/U0/U_IOOUTFF:Y,
pbpd_obuft[4]/U0/U_IOPAD:D,
pbpd_obuft[4]/U0/U_IOPAD:E,
pbpd_obuft[4]/U0/U_IOPAD:PAD,
hptdc_serial_in_2_obuft/U0/U_IOPAD:D,
hptdc_serial_in_2_obuft/U0/U_IOPAD:E,
hptdc_serial_in_2_obuft/U0/U_IOPAD:PAD,
ccu25_strobe_out_1_obuf/U0/U_IOOUTFF:A,
ccu25_strobe_out_1_obuf/U0/U_IOOUTFF:Y,
JTAG_3/un1_data_from_hptdc_1_sqmuxa_i_a2:A,734
JTAG_3/un1_data_from_hptdc_1_sqmuxa_i_a2:B,
JTAG_3/un1_data_from_hptdc_1_sqmuxa_i_a2:Y,734
JTAG_2/next_TAP_state_srsts_0_a2[10]:A,742
JTAG_2/next_TAP_state_srsts_0_a2[10]:B,
JTAG_2/next_TAP_state_srsts_0_a2[10]:Y,742
JTAG_0/un19:A,-605
JTAG_0/un19:B,-676
JTAG_0/un19:C,-1886
JTAG_0/un19:D,-2184
JTAG_0/un19:Y,-2184
dac_ldac_0_obuf/U0/U_IOENFF:A,
dac_ldac_0_obuf/U0/U_IOENFF:Y,
ccu25_data_3_obuft[1]/U0/U_IOPAD:D,
ccu25_data_3_obuft[1]/U0/U_IOPAD:E,
ccu25_data_3_obuft[1]/U0/U_IOPAD:PAD,
DACController_0/sclock_counter[26]:ADn,
DACController_0/sclock_counter[26]:ALn,
DACController_0/sclock_counter[26]:CLK,-2672
DACController_0/sclock_counter[26]:D,-349
DACController_0/sclock_counter[26]:EN,
DACController_0/sclock_counter[26]:LAT,
DACController_0/sclock_counter[26]:Q,-2672
DACController_0/sclock_counter[26]:SD,
DACController_0/sclock_counter[26]:SLn,-2055
hptdc_serial_bypass_in_2_obuft/U0/U_IOOUTFF:A,
hptdc_serial_bypass_in_2_obuft/U0/U_IOOUTFF:Y,
JTAG_3/next_TAP_state_srsts_i_o2[6]:A,-558
JTAG_3/next_TAP_state_srsts_i_o2[6]:B,-622
JTAG_3/next_TAP_state_srsts_i_o2[6]:C,-717
JTAG_3/next_TAP_state_srsts_i_o2[6]:Y,-717
JTAG_0/next_TAP_state[9]:ADn,
JTAG_0/next_TAP_state[9]:ALn,
JTAG_0/next_TAP_state[9]:CLK,-440
JTAG_0/next_TAP_state[9]:D,726
JTAG_0/next_TAP_state[9]:EN,
JTAG_0/next_TAP_state[9]:LAT,
JTAG_0/next_TAP_state[9]:Q,-440
JTAG_0/next_TAP_state[9]:SD,
JTAG_0/next_TAP_state[9]:SLn,
DACController_0/sync_barv:ADn,
DACController_0/sync_barv:ALn,
DACController_0/sync_barv:CLK,
DACController_0/sync_barv:D,
DACController_0/sync_barv:EN,-2934
DACController_0/sync_barv:LAT,
DACController_0/sync_barv:Q,
DACController_0/sync_barv:SD,
DACController_0/sync_barv:SLn,
JTAG_0/TAP_state_RNO[1]:A,734
JTAG_0/TAP_state_RNO[1]:B,621
JTAG_0/TAP_state_RNO[1]:C,570
JTAG_0/TAP_state_RNO[1]:D,-625
JTAG_0/TAP_state_RNO[1]:Y,-625
SClock_0_obuf/U0/U_IOENFF:A,
SClock_0_obuf/U0/U_IOENFF:Y,
ccu25_data_2_obuft[1]/U0/U_IOPAD:D,
ccu25_data_2_obuft[1]/U0/U_IOPAD:E,
ccu25_data_2_obuft[1]/U0/U_IOPAD:PAD,
JTAG_0/next_TAP_state_i[0]:ADn,
JTAG_0/next_TAP_state_i[0]:ALn,
JTAG_0/next_TAP_state_i[0]:CLK,536
JTAG_0/next_TAP_state_i[0]:D,688
JTAG_0/next_TAP_state_i[0]:EN,
JTAG_0/next_TAP_state_i[0]:LAT,
JTAG_0/next_TAP_state_i[0]:Q,536
JTAG_0/next_TAP_state_i[0]:SD,
JTAG_0/next_TAP_state_i[0]:SLn,
DACController_0/sclock_counter_cry[28]:A,
DACController_0/sclock_counter_cry[28]:B,-340
DACController_0/sclock_counter_cry[28]:C,
DACController_0/sclock_counter_cry[28]:CC,-210
DACController_0/sclock_counter_cry[28]:D,
DACController_0/sclock_counter_cry[28]:P,-340
DACController_0/sclock_counter_cry[28]:S,-210
DACController_0/sclock_counter_cry[28]:UB,
pbpd_obuft[7]/U0/U_IOOUTFF:A,
pbpd_obuft[7]/U0/U_IOOUTFF:Y,
JTAG_0/un14_i_a2_1[3]:A,-595
JTAG_0/un14_i_a2_1[3]:B,-645
JTAG_0/un14_i_a2_1[3]:Y,-645
ip_interface_inst:A,
ip_interface_inst:B,
ip_interface_inst:C,
hptdc_serial_bypass_in_3_obuft/U0/U_IOOUTFF:A,
hptdc_serial_bypass_in_3_obuft/U0/U_IOOUTFF:Y,
ccu25_data_2_obuft[6]/U0/U_IOENFF:A,
ccu25_data_2_obuft[6]/U0/U_IOENFF:Y,
SYNC_bar_1_obuf/U0/U_IOPAD:D,
SYNC_bar_1_obuf/U0/U_IOPAD:E,
SYNC_bar_1_obuf/U0/U_IOPAD:PAD,
JTAG_1/TAP_state[1]:ADn,
JTAG_1/TAP_state[1]:ALn,
JTAG_1/TAP_state[1]:CLK,640
JTAG_1/TAP_state[1]:D,-625
JTAG_1/TAP_state[1]:EN,
JTAG_1/TAP_state[1]:LAT,
JTAG_1/TAP_state[1]:Q,640
JTAG_1/TAP_state[1]:SD,
JTAG_1/TAP_state[1]:SLn,
JTAG_0/loop_counter[0]:ADn,
JTAG_0/loop_counter[0]:ALn,
JTAG_0/loop_counter[0]:CLK,-1937
JTAG_0/loop_counter[0]:D,-1916
JTAG_0/loop_counter[0]:EN,
JTAG_0/loop_counter[0]:LAT,
JTAG_0/loop_counter[0]:Q,-1937
JTAG_0/loop_counter[0]:SD,
JTAG_0/loop_counter[0]:SLn,
JTAG_2/TAP_state[0]:ADn,
JTAG_2/TAP_state[0]:ALn,
JTAG_2/TAP_state[0]:CLK,-564
JTAG_2/TAP_state[0]:D,-440
JTAG_2/TAP_state[0]:EN,
JTAG_2/TAP_state[0]:LAT,
JTAG_2/TAP_state[0]:Q,-564
JTAG_2/TAP_state[0]:SD,
JTAG_2/TAP_state[0]:SLn,
JTAG_1/next_TAP_state_i_RNO[0]:A,688
JTAG_1/next_TAP_state_i_RNO[0]:Y,688
hptdc_get_data_3_obuf/U0/U_IOPAD:D,
hptdc_get_data_3_obuf/U0/U_IOPAD:E,
hptdc_get_data_3_obuf/U0/U_IOPAD:PAD,
BiasController_0/sclock_counter[30]:ADn,
BiasController_0/sclock_counter[30]:ALn,
BiasController_0/sclock_counter[30]:CLK,-526
BiasController_0/sclock_counter[30]:D,186
BiasController_0/sclock_counter[30]:EN,
BiasController_0/sclock_counter[30]:LAT,
BiasController_0/sclock_counter[30]:Q,-526
BiasController_0/sclock_counter[30]:SD,
BiasController_0/sclock_counter[30]:SLn,-1902
ccu25_data_1_obuft[4]/U0/U_IOPAD:D,
ccu25_data_1_obuft[4]/U0/U_IOPAD:E,
ccu25_data_1_obuft[4]/U0/U_IOPAD:PAD,
JTAG_0/next_TAP_state_srsts_0[7]:A,
JTAG_0/next_TAP_state_srsts_0[7]:B,621
JTAG_0/next_TAP_state_srsts_0[7]:C,570
JTAG_0/next_TAP_state_srsts_0[7]:D,-717
JTAG_0/next_TAP_state_srsts_0[7]:Y,-717
hptdc_trigger_0_obuft/U0/U_IOENFF:A,
hptdc_trigger_0_obuft/U0/U_IOENFF:Y,
JTAG_3/TAP_state_RNO[1]:A,734
JTAG_3/TAP_state_RNO[1]:B,621
JTAG_3/TAP_state_RNO[1]:C,570
JTAG_3/TAP_state_RNO[1]:D,-625
JTAG_3/TAP_state_RNO[1]:Y,-625
hptdc_trstn_2_obuf/U0/U_IOENFF:A,
hptdc_trstn_2_obuf/U0/U_IOENFF:Y,
JTAG_2/next_TAP_state_srsts_0_a2[9]:A,726
JTAG_2/next_TAP_state_srsts_0_a2[9]:B,
JTAG_2/next_TAP_state_srsts_0_a2[9]:Y,726
ren_ibuf/U0/U_IOPAD:PAD,
ren_ibuf/U0/U_IOPAD:Y,
pbpd_obuft[0]/U0/U_IOENFF:A,
pbpd_obuft[0]/U0/U_IOENFF:Y,
JTAG_2/next_TAP_state[3]:ADn,
JTAG_2/next_TAP_state[3]:ALn,
JTAG_2/next_TAP_state[3]:CLK,-390
JTAG_2/next_TAP_state[3]:D,680
JTAG_2/next_TAP_state[3]:EN,
JTAG_2/next_TAP_state[3]:LAT,
JTAG_2/next_TAP_state[3]:Q,-390
JTAG_2/next_TAP_state[3]:SD,
JTAG_2/next_TAP_state[3]:SLn,
JTAG_1/ir_loop:ADn,
JTAG_1/ir_loop:ALn,
JTAG_1/ir_loop:CLK,-470
JTAG_1/ir_loop:D,1735
JTAG_1/ir_loop:EN,455
JTAG_1/ir_loop:LAT,
JTAG_1/ir_loop:Q,-470
JTAG_1/ir_loop:SD,
JTAG_1/ir_loop:SLn,
hptdc_encode_control_0_obuft/U0/U_IOPAD:D,
hptdc_encode_control_0_obuft/U0/U_IOPAD:E,
hptdc_encode_control_0_obuft/U0/U_IOPAD:PAD,
hptdc_event_reset_3_obuft/U0/U_IOPAD:D,
hptdc_event_reset_3_obuft/U0/U_IOPAD:E,
hptdc_event_reset_3_obuft/U0/U_IOPAD:PAD,
hptdc_event_reset_1_obuft/U0/U_IOENFF:A,
hptdc_event_reset_1_obuft/U0/U_IOENFF:Y,
hptdc_encode_control_0_obuft/U0/U_IOENFF:A,
hptdc_encode_control_0_obuft/U0/U_IOENFF:Y,
JTAG_2/next_TAP_state[6]:ADn,
JTAG_2/next_TAP_state[6]:ALn,
JTAG_2/next_TAP_state[6]:CLK,497
JTAG_2/next_TAP_state[6]:D,-640
JTAG_2/next_TAP_state[6]:EN,
JTAG_2/next_TAP_state[6]:LAT,
JTAG_2/next_TAP_state[6]:Q,497
JTAG_2/next_TAP_state[6]:SD,
JTAG_2/next_TAP_state[6]:SLn,
dac_ldac_0_obuf/U0/U_IOOUTFF:A,
dac_ldac_0_obuf/U0/U_IOOUTFF:Y,
hptdc_event_reset_0_obuft/U0/U_IOENFF:A,
hptdc_event_reset_0_obuft/U0/U_IOENFF:Y,
SClock_0_obuf/U0/U_IOOUTFF:A,
SClock_0_obuf/U0/U_IOOUTFF:Y,
hptdc_get_data_2_obuf/U0/U_IOPAD:D,
hptdc_get_data_2_obuf/U0/U_IOPAD:E,
hptdc_get_data_2_obuf/U0/U_IOPAD:PAD,
dac_din_0_obuf/U0/U_IOENFF:A,
dac_din_0_obuf/U0/U_IOENFF:Y,
hptdc_bunch_reset_1_obuft/U0/U_IOOUTFF:A,
hptdc_bunch_reset_1_obuft/U0/U_IOOUTFF:Y,
poh_clk_0_obuft/U0/U_IOENFF:A,
poh_clk_0_obuft/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state_RNO[2]:A,
JTAG_0/next_TAP_state_RNO[2]:B,636
JTAG_0/next_TAP_state_RNO[2]:C,570
JTAG_0/next_TAP_state_RNO[2]:Y,570
JTAG_0/ir_loop_RNO:A,
JTAG_0/ir_loop_RNO:B,508
JTAG_0/ir_loop_RNO:C,455
JTAG_0/ir_loop_RNO:Y,455
ccu25_strobe_out_1_obuf/U0/U_IOPAD:D,
ccu25_strobe_out_1_obuf/U0/U_IOPAD:E,
ccu25_strobe_out_1_obuf/U0/U_IOPAD:PAD,
clk_ibuf/U0/U_IOINFF:A,
clk_ibuf/U0/U_IOINFF:Y,
dac_ldac_3_obuf/U0/U_IOPAD:D,
dac_ldac_3_obuf/U0/U_IOPAD:E,
dac_ldac_3_obuf/U0/U_IOPAD:PAD,
JTAG_3/next_TAP_state_RNO[6]:A,
JTAG_3/next_TAP_state_RNO[6]:B,621
JTAG_3/next_TAP_state_RNO[6]:C,-640
JTAG_3/next_TAP_state_RNO[6]:Y,-640
poh_clk_1_obuft/U0/U_IOENFF:A,
poh_clk_1_obuft/U0/U_IOENFF:Y,
BiasController_0/sclock_counter_cry[28]:A,
BiasController_0/sclock_counter_cry[28]:B,-340
BiasController_0/sclock_counter_cry[28]:C,
BiasController_0/sclock_counter_cry[28]:CC,-210
BiasController_0/sclock_counter_cry[28]:D,
BiasController_0/sclock_counter_cry[28]:P,-340
BiasController_0/sclock_counter_cry[28]:S,-210
BiasController_0/sclock_counter_cry[28]:UB,
JTAG_0/tdo_pad_o_1:A,750
JTAG_0/tdo_pad_o_1:B,640
JTAG_0/tdo_pad_o_1:C,593
JTAG_0/tdo_pad_o_1:D,-614
JTAG_0/tdo_pad_o_1:Y,-614
poh_data_2_obuf/U0/U_IOOUTFF:A,
poh_data_2_obuf/U0/U_IOOUTFF:Y,
hptdc_token_out_0_ibuf/U0/U_IOINFF:A,
hptdc_token_out_0_ibuf/U0/U_IOINFF:Y,
hptdc_tck_3_obuf/U0/U_IOPAD:D,
hptdc_tck_3_obuf/U0/U_IOPAD:E,
hptdc_tck_3_obuf/U0/U_IOPAD:PAD,
ccu25_data_2_obuft[5]/U0/U_IOOUTFF:A,
ccu25_data_2_obuft[5]/U0/U_IOOUTFF:Y,
ccu25_data_3_obuft[7]/U0/U_IOENFF:A,
ccu25_data_3_obuft[7]/U0/U_IOENFF:Y,
DIN_0_obuf/U0/U_IOENFF:A,
DIN_0_obuf/U0/U_IOENFF:Y,
LDAC_bar_4_obuf/U0/U_IOPAD:D,
LDAC_bar_4_obuf/U0/U_IOPAD:E,
LDAC_bar_4_obuf/U0/U_IOPAD:PAD,
JTAG_3/next_TAP_state[1]:ADn,
JTAG_3/next_TAP_state[1]:ALn,
JTAG_3/next_TAP_state[1]:CLK,-1886
JTAG_3/next_TAP_state[1]:D,734
JTAG_3/next_TAP_state[1]:EN,
JTAG_3/next_TAP_state[1]:LAT,
JTAG_3/next_TAP_state[1]:Q,-1886
JTAG_3/next_TAP_state[1]:SD,
JTAG_3/next_TAP_state[1]:SLn,
JTAG_1/loop_counterc_0:A,672
JTAG_1/loop_counterc_0:B,609
JTAG_1/loop_counterc_0:C,-601
JTAG_1/loop_counterc_0:D,-2184
JTAG_1/loop_counterc_0:Y,-2184
DACController_0/sclock_counter_s_801_CC_1:CC[0],-365
DACController_0/sclock_counter_s_801_CC_1:CC[1],-457
DACController_0/sclock_counter_s_801_CC_1:CC[2],-526
DACController_0/sclock_counter_s_801_CC_1:CC[3],-420
DACController_0/sclock_counter_s_801_CC_1:CI,-526
DACController_0/sclock_counter_s_801_CC_1:P[0],-218
DACController_0/sclock_counter_s_801_CC_1:P[10],
DACController_0/sclock_counter_s_801_CC_1:P[11],
DACController_0/sclock_counter_s_801_CC_1:P[1],
DACController_0/sclock_counter_s_801_CC_1:P[2],
DACController_0/sclock_counter_s_801_CC_1:P[3],
DACController_0/sclock_counter_s_801_CC_1:P[4],
DACController_0/sclock_counter_s_801_CC_1:P[5],
DACController_0/sclock_counter_s_801_CC_1:P[6],
DACController_0/sclock_counter_s_801_CC_1:P[7],
DACController_0/sclock_counter_s_801_CC_1:P[8],
DACController_0/sclock_counter_s_801_CC_1:P[9],
DACController_0/sclock_counter_s_801_CC_1:UB[0],
DACController_0/sclock_counter_s_801_CC_1:UB[10],
DACController_0/sclock_counter_s_801_CC_1:UB[11],
DACController_0/sclock_counter_s_801_CC_1:UB[1],
DACController_0/sclock_counter_s_801_CC_1:UB[2],
DACController_0/sclock_counter_s_801_CC_1:UB[3],
DACController_0/sclock_counter_s_801_CC_1:UB[4],
DACController_0/sclock_counter_s_801_CC_1:UB[5],
DACController_0/sclock_counter_s_801_CC_1:UB[6],
DACController_0/sclock_counter_s_801_CC_1:UB[7],
DACController_0/sclock_counter_s_801_CC_1:UB[8],
DACController_0/sclock_counter_s_801_CC_1:UB[9],
JTAG_1/next_TAP_state_i[0]:ADn,
JTAG_1/next_TAP_state_i[0]:ALn,
JTAG_1/next_TAP_state_i[0]:CLK,536
JTAG_1/next_TAP_state_i[0]:D,688
JTAG_1/next_TAP_state_i[0]:EN,
JTAG_1/next_TAP_state_i[0]:LAT,
JTAG_1/next_TAP_state_i[0]:Q,536
JTAG_1/next_TAP_state_i[0]:SD,
JTAG_1/next_TAP_state_i[0]:SLn,
dac_sync_3_obuf/U0/U_IOPAD:D,
dac_sync_3_obuf/U0/U_IOPAD:E,
dac_sync_3_obuf/U0/U_IOPAD:PAD,
hptdc_token_bypass_in_0_obuft/U0/U_IOOUTFF:A,
hptdc_token_bypass_in_0_obuft/U0/U_IOOUTFF:Y,
JTAG_1/next_TAP_state[1]:ADn,
JTAG_1/next_TAP_state[1]:ALn,
JTAG_1/next_TAP_state[1]:CLK,-1886
JTAG_1/next_TAP_state[1]:D,734
JTAG_1/next_TAP_state[1]:EN,
JTAG_1/next_TAP_state[1]:LAT,
JTAG_1/next_TAP_state[1]:Q,-1886
JTAG_1/next_TAP_state[1]:SD,
JTAG_1/next_TAP_state[1]:SLn,
ccu25_data_1_obuft[0]/U0/U_IOPAD:D,
ccu25_data_1_obuft[0]/U0/U_IOPAD:E,
ccu25_data_1_obuft[0]/U0/U_IOPAD:PAD,
hptdc_tdo_2_obuf/U0/U_IOPAD:D,
hptdc_tdo_2_obuf/U0/U_IOPAD:E,
hptdc_tdo_2_obuf/U0/U_IOPAD:PAD,
JTAG_0/loop_counter[1]:ADn,
JTAG_0/loop_counter[1]:ALn,
JTAG_0/loop_counter[1]:CLK,-2184
JTAG_0/loop_counter[1]:D,-2184
JTAG_0/loop_counter[1]:EN,
JTAG_0/loop_counter[1]:LAT,
JTAG_0/loop_counter[1]:Q,-2184
JTAG_0/loop_counter[1]:SD,
JTAG_0/loop_counter[1]:SLn,
hptdc_trigger_0_obuft/U0/U_IOOUTFF:A,
hptdc_trigger_0_obuft/U0/U_IOOUTFF:Y,
hptdc_token_out_3_ibuf/U0/U_IOINFF:A,
hptdc_token_out_3_ibuf/U0/U_IOINFF:Y,
BiasController_0/sclock_counter[24]:ADn,
BiasController_0/sclock_counter[24]:ALn,
BiasController_0/sclock_counter[24]:CLK,-3862
BiasController_0/sclock_counter[24]:D,-358
BiasController_0/sclock_counter[24]:EN,
BiasController_0/sclock_counter[24]:LAT,
BiasController_0/sclock_counter[24]:Q,-3862
BiasController_0/sclock_counter[24]:SD,
BiasController_0/sclock_counter[24]:SLn,-1902
LDAC_bar_5_obuf/U0/U_IOENFF:A,
LDAC_bar_5_obuf/U0/U_IOENFF:Y,
JTAG_2/TAP_state[2]:ADn,
JTAG_2/TAP_state[2]:ALn,
JTAG_2/TAP_state[2]:CLK,-614
JTAG_2/TAP_state[2]:D,-513
JTAG_2/TAP_state[2]:EN,
JTAG_2/TAP_state[2]:LAT,
JTAG_2/TAP_state[2]:Q,-614
JTAG_2/TAP_state[2]:SD,
JTAG_2/TAP_state[2]:SLn,
hptdc_trigger_2_obuft/U0/U_IOPAD:D,
